fleet_vehicle_id,fleet_id,cycle_number,created_at,retired_at
9154,16215,11431,2023-08-31 14:32:14.0,
325,92701,14064,2023-08-31 18:28:35.0,
9152,16215,11430,2023-08-31 19:13:23.0,
5739,5457,14406,2023-08-31 20:01:59.0,
5749,5457,14390,2023-08-31 20:54:40.0,
8271063,92667,16524,2023-08-31 21:48:30.0,
496616,92667,15718,2023-09-01 14:03:29.0,
8575228 Rental/Reserve Equip. ,92662,15758,2023-09-01 15:13:10.0,
5667,5457,14407,2023-09-01 19:02:01.0,
496615,92667,14728,2023-09-01 19:36:41.0,
305,92701,14045,2023-09-01 20:01:37.0,
8271064,92667,15724,2023-09-01 21:19:40.0,
8271065,92667,15729,2023-09-02 21:13:20.0,
PROD0409,92698,10645,2023-09-04 09:26:13.0,2023-09-04 10:51:41.0
PROD04092,92698,10645,2023-09-04 10:49:52.0,2023-09-04 14:10:23.0
PROD04082,92698,10645,2023-09-04 14:11:55.0,2023-10-30 13:58:25.0
8575140 Rental ,92662,15756,2023-09-05 13:13:05.0,
4062,59235,11197,2023-09-05 16:45:00.0,
J23343,92758,15203,2023-09-05 17:47:57.0,
8575141 Rental ,92662,15825,2023-09-05 18:01:36.0,
496640,92667,15697,2023-09-05 18:58:10.0,
5748,5457,16654,2023-09-06 12:44:36.0,
9571941,83,12299,2023-09-06 14:24:37.0,
3069,59235,12564,2023-09-06 16:52:37.0,
8575265 Nitrogen ,92662,15749,2023-09-06 18:32:28.0,
496684,92667,15716,2023-09-07 13:48:32.0,
5750,5457,16703,2023-09-07 14:45:20.0,
8575258 AM Spec,92662,15752,2023-09-07 15:30:16.0,
5692,5457,14559,2023-09-07 15:58:25.0,
8271085,92667,14445,2023-09-07 20:00:49.0,
9156,16215,12556,2023-09-07 20:38:57.0,
496580,92667,16732,2023-09-08 14:48:02.0,
5758,5457,14392,2023-09-08 16:11:13.0,
DBG,0,13577,2023-09-08 16:17:41.0,
3070,59235,11200,2023-09-08 18:47:49.0,
8271057,92667,16684,2023-09-08 21:10:29.0,
329,92701,14061,2023-09-08 22:46:35.0,
PROD1109,92698,14125,2023-09-11 09:52:23.0,2023-12-14 11:49:13.0
9157,16215,12558,2023-09-11 15:35:05.0,
5754,5457,16736,2023-09-11 17:37:15.0,
5740,5457,16738,2023-09-11 17:39:50.0,
8575266 Nitrogen ,92662,15824,2023-09-11 18:09:21.0,
J23341,92758,15184,2023-09-12 15:25:19.0,
8575229 Rental ,92662,15820,2023-09-12 17:39:34.0,
39533,0,13995,2023-09-12 17:41:29.0,
9158,16215,12559,2023-09-12 18:54:07.0,
5693,5457,14557,2023-09-13 10:49:20.0,
9159,16215,4327,2023-09-13 14:00:18.0,
8575267 Nitrogen ,92662,15829,2023-09-13 17:37:49.0,
9160,16215,11437,2023-09-13 21:32:33.0,
8271069,92667,15727,2023-09-13 23:04:13.0,
8271070,92667,16971,2023-09-13 23:23:38.0,
5865,5457,16985,2023-09-14 10:57:03.0,
5759,5457,14440,2023-09-14 11:29:20.0,
8575259 Glass Craft ,92662,17000,2023-09-14 16:00:27.0,
3072,59235,11184,2023-09-14 16:15:42.0,
9161,16215,5724,2023-09-14 16:30:18.0,
J23356,92758,15159,2023-09-14 17:43:54.0,
248,92673,13872,2023-09-14 20:27:22.0,
3071,59235,12560,2023-09-14 20:39:39.0,
8575260 Glass Graft ,92662,15838,2023-09-15 13:54:56.0,
9162,16215,11409,2023-09-15 16:36:08.0,
329,35240,14871,2023-09-15 18:01:27.0,
2111,92728,9249,2023-09-15 18:47:43.0,
1491096,92666,9534,2023-09-15 21:22:34.0,
383,92732,14345,2023-09-17 16:06:48.0,
5753,5457,13650,2023-09-18 19:23:10.0,
9164,16215,8717,2023-09-18 19:51:14.0,
496670,92667,15713,2023-09-19 11:36:41.0,
9571968,83,12303,2023-09-19 14:49:06.0,
9165,16215,8657,2023-09-19 15:51:44.0,
5751,5457,12775,2023-09-19 17:22:09.0,
8575208 Rental ,92662,15831,2023-09-19 18:33:03.0,
J23830,92758,15204,2023-09-20 12:06:41.0,
5338,92652,16848,2023-09-20 12:54:03.0,
496625,92667,15700,2023-09-20 15:40:18.0,
8575171 Rental ,92662,17405,2023-09-20 17:49:35.0,
221030,0,15917,2023-09-20 22:10:19.0,
9168,16215,3049,2023-09-21 13:23:22.0,
8575173 Rental ,92662,13456,2023-09-21 17:47:52.0,
1491137,92666,16333,2023-09-21 23:06:58.0,
8575261 Action ,92662,15819,2023-09-22 12:44:57.0,
9571805,83,12301,2023-09-22 14:04:21.0,
9170,16215,2837,2023-09-22 15:21:14.0,
5343,92652,16562,2023-09-22 15:45:18.0,
1491138,92666,16360,2023-09-22 18:05:32.0,
8575256 AM Spec ,92662,16408,2023-09-22 18:39:30.0,
1491139,92666,16335,2023-09-22 20:20:10.0,
1491140,92666,16363,2023-09-22 23:42:46.0,
347,92701,14010,2023-09-22 23:50:44.0,
496669,92667,15714,2023-09-25 16:30:47.0,
8575257 Am Spec ,92662,16440,2023-09-25 17:27:48.0,
5760,5457,12773,2023-09-25 19:58:32.0,
201073,92764,16545,2023-09-26 14:39:08.0,
813624,92664,16205,2023-09-26 14:48:30.0,
201069,92764,16705,2023-09-26 16:11:33.0,
221021,92764,16698,2023-09-26 18:41:56.0,
221042,92764,16126,2023-09-26 18:46:29.0,
221041,92764,16087,2023-09-26 18:52:36.0,
813625,92664,16573,2023-09-26 19:05:32.0,
9571961,83,14732,2023-09-26 19:29:55.0,
496683,92667,14711,2023-09-26 19:59:46.0,
231083,92764,16089,2023-09-26 20:15:32.0,
242,92673,13864,2023-09-26 21:15:11.0,
2750069,92765,12683,2023-09-27 03:39:20.0,
221080,92764,16702,2023-09-27 13:34:00.0,
241032,92764,16583,2023-09-27 13:38:07.0,
8575290 Brannon ,92662,16436,2023-09-27 14:18:57.0,
201099,92764,16576,2023-09-27 14:20:40.0,
201078,92764,16107,2023-09-27 15:09:35.0,
5765,5457,12776,2023-09-27 16:06:37.0,
201018,92764,16109,2023-09-27 16:28:03.0,
221043,92764,16685,2023-09-27 17:57:54.0,
8575215 Rental ,92662,16404,2023-09-28 13:23:52.0,
221039,92764,16561,2023-09-28 14:10:03.0,
267,92626,15106,2023-09-28 14:38:38.0,
265,92626,15120,2023-09-28 14:45:23.0,
J23339,92758,15189,2023-09-28 15:18:58.0,
J23351,92758,15185,2023-09-28 15:29:37.0,
201102,92764,16677,2023-09-28 17:14:41.0,
C475R476,92597,14617,2023-09-28 17:46:41.0,
5510,98,13979,2023-09-28 18:16:46.0,
9571967,83,10593,2023-09-28 19:01:26.0,
231080,92764,16692,2023-09-28 19:55:33.0,
353,92701,14062,2023-09-28 22:42:21.0,
272579,92666,12756,2023-09-28 23:29:46.0,
322532,0,15225,2023-09-29 04:12:55.0,
231081,92764,16577,2023-09-29 13:34:44.0,
496623,92667,14705,2023-09-29 15:17:08.0,
8575174 Rental ,92662,16454,2023-09-29 19:00:06.0,
241001,92764,16696,2023-09-29 19:26:04.0,
812,35239,14817,2023-09-30 00:14:13.0,
201074,92764,16068,2023-09-30 13:59:03.0,
231078,92764,16699,2023-09-30 16:05:26.0,
8575176 Rental ,92662,17688,2023-09-30 16:43:31.0,
135,92686,11324,2023-09-30 16:44:43.0,
201079,92764,16115,2023-09-30 18:44:28.0,
5763,5457,12274,2023-10-02 14:13:28.0,
1461249,92750,14459,2023-10-02 22:39:49.0,
525460,354,17122,2023-10-03 04:59:29.0,
231097,92764,16075,2023-10-03 10:47:12.0,
221015,92764,16586,2023-10-03 14:11:42.0,
231096,92764,16066,2023-10-03 16:27:49.0,
8575177 Rental ,92662,16441,2023-10-03 18:04:16.0,
961,16215,5625,2023-10-03 19:25:16.0,
496680,92667,15717,2023-10-03 20:44:05.0,
2700115,92765,12820,2023-10-04 02:09:43.0,
969,16215,11428,2023-10-04 14:22:58.0,
C471R472,92597,14618,2023-10-04 17:03:19.0,
8575175 Rental ,92662,17793,2023-10-04 17:18:41.0,
973,16215,12579,2023-10-04 18:26:41.0,
5761,5457,16148,2023-10-04 18:56:28.0,
972,16215,12566,2023-10-05 14:10:19.0,
962,16215,17814,2023-10-05 16:43:37.0,
8575291 Brannon ,92662,16453,2023-10-05 17:47:23.0,
2082,92774,14832,2023-10-05 18:48:22.0,
2074,92774,14888,2023-10-05 19:29:08.0,
395,92701,14046,2023-10-05 21:25:03.0,
4046,59235,12581,2023-10-06 14:45:39.0,
8575273 Sapphire,92662,16442,2023-10-06 15:15:42.0,
958,16215,5661,2023-10-06 16:35:21.0,
2207,92775,14873,2023-10-06 17:07:34.0,
2285,92775,14906,2023-10-06 17:37:05.0,
202060,92764,17852,2023-10-06 19:54:23.0,
J23316,92758,15168,2023-10-06 19:55:12.0,
5132,92732,14344,2023-10-07 22:58:37.0,
975,16215,5626,2023-10-09 13:44:20.0,
J23321,92758,15169,2023-10-09 14:13:46.0,
5767,5457,8280,2023-10-09 15:09:46.0,
974,16215,5664,2023-10-09 15:19:56.0,
1491141,92666,16379,2023-10-09 15:39:03.0,
3074,59235,12578,2023-10-09 15:52:20.0,
971,16215,5592,2023-10-09 17:21:44.0,
963,16215,12562,2023-10-09 18:59:37.0,
5405,98,13980,2023-10-09 19:40:30.0,
8575182 Rental ,92662,16472,2023-10-10 12:14:07.0,
9571952,83,10583,2023-10-10 13:15:28.0,
5684,5457,16185,2023-10-10 15:12:13.0,
968,16215,5633,2023-10-10 16:45:56.0,
3063,59235,12583,2023-10-10 18:23:03.0,
5683,5457,16184,2023-10-10 18:56:25.0,
907683,354,16957,2023-10-11 03:03:46.0,
964,16215,5593,2023-10-11 12:05:50.0,
8575179 Rental ,92662,16452,2023-10-11 13:23:28.0,
967,16215,5665,2023-10-11 13:37:40.0,
960,16215,5657,2023-10-11 19:53:33.0,
5768,92650,16151,2023-10-11 20:05:21.0,
166468,92607,16154,2023-10-12 17:57:26.0,
959,16215,12576,2023-10-12 18:10:18.0,
5686,5457,16192,2023-10-12 18:19:34.0,
71216,92756,14595,2023-10-12 18:21:49.0,
433192C,92697,10952,2023-10-13 07:58:11.0,
3064,59235,12573,2023-10-13 11:30:48.0,
8575183 Rental ,92662,16594,2023-10-13 17:05:35.0,
9571969,83,12107,2023-10-13 18:52:32.0,
707,35239,14874,2023-10-13 22:04:18.0,
5465_!UM0902,98,14051,2023-10-14 01:44:21.0,
961,86426,5241,2023-10-15 19:32:12.0,
5766,5457,16187,2023-10-16 12:16:00.0,
473R474,92597,14596,2023-10-16 14:54:23.0,
9163,16215,11421,2023-10-16 16:54:41.0,
5772,92650,16183,2023-10-16 17:08:11.0,
8575178 Rental ,92662,16435,2023-10-16 19:09:14.0,
3065,59235,12571,2023-10-16 19:50:20.0,
166469,92607,16351,2023-10-16 22:11:30.0,
462,92607,16356,2023-10-17 13:34:50.0,
8575205 Rental ,92662,16433,2023-10-17 19:19:02.0,
221085,92764,16563,2023-10-17 19:45:25.0,
9166,16215,9074,2023-10-17 20:57:16.0,
J23323,92758,15201,2023-10-18 12:25:12.0,
5770,5457,16190,2023-10-18 14:44:24.0,
5772,5457,16182,2023-10-18 15:25:00.0,
39475,0,5497,2023-10-18 16:56:16.0,
496596,92667,15439,2023-10-18 17:32:14.0,
9171,16215,3280,2023-10-18 18:03:58.0,
9172,16215,2647,2023-10-19 00:19:33.0,
8271075,92667,17894,2023-10-19 14:36:23.0,
8271076,92667,17715,2023-10-19 16:39:23.0,
8575210 Rental ,92662,16425,2023-10-19 17:34:02.0,
9173,16215,11220,2023-10-19 18:14:59.0,
4047,59235,5474,2023-10-19 18:43:41.0,
4048,59235,12572,2023-10-19 19:31:58.0,
5690,5457,16150,2023-10-20 11:40:12.0,
5764,92650,16258,2023-10-20 14:02:02.0,
4845,98,13982,2023-10-20 14:35:20.0,
9174,16215,3302,2023-10-20 18:39:41.0,
231105,92764,16112,2023-10-21 11:50:52.0,
221034,92764,16568,2023-10-21 13:23:10.0,
241040,92764,16120,2023-10-21 13:25:15.0,
201085,92764,16691,2023-10-21 13:43:13.0,
221030,92764,16093,2023-10-21 15:02:22.0,
221083,92764,16123,2023-10-21 16:07:13.0,
YD81,92764,16690,2023-10-21 16:13:47.0,
453776,92667,13238,2023-10-23 12:55:50.0,
9175,16215,2639,2023-10-23 15:18:20.0,
8575206 Rental ,92662,16409,2023-10-23 17:38:29.0,
453739,92667,9328,2023-10-23 18:42:24.0,
496672,92667,13168,2023-10-23 20:42:15.0,
1461413,92666,14465,2023-10-23 20:45:28.0,
5667_!331082,5457,16189,2023-10-24 12:02:28.0,
8575211  Rental ,92662,16475,2023-10-24 12:57:26.0,
1461415,92666,14461,2023-10-24 14:54:13.0,
9176,16215,3007,2023-10-24 16:17:17.0,
5762,92650,16195,2023-10-24 17:21:45.0,
8575212 Rental ,92662,16432,2023-10-24 18:31:03.0,
241047,92764,16555,2023-10-25 11:58:32.0,
8575207 Rental ,92662,16396,2023-10-25 14:02:09.0,
3078,59235,12577,2023-10-25 14:49:27.0,
5773,5457,16186,2023-10-25 14:58:36.0,
9177,16215,3138,2023-10-25 15:12:11.0,
241045,92764,16119,2023-10-25 16:58:19.0,
8575213 Rental ,92662,16455,2023-10-25 19:08:54.0,
1252,86427,19048,2023-10-25 19:21:40.0,
496671,92667,15701,2023-10-25 20:33:00.0,
1204,86427,19077,2023-10-25 21:20:55.0,
J24808,92758,15205,2023-10-25 21:53:57.0,
221016,92764,16720,2023-10-26 11:13:33.0,
9571940,83,12228,2023-10-26 13:42:18.0,
9178,16215,5378,2023-10-26 13:53:53.0,
4056,59235,12584,2023-10-26 14:57:59.0,
9571877,92667,12234,2023-10-26 18:27:53.0,
1190,86427,6245,2023-10-26 18:51:49.0,
DC0361,92776,17879,2023-10-26 19:09:48.0,
1241,86427,6211,2023-10-26 21:57:43.0,
1244,86427,6236,2023-10-27 05:00:21.0,
433191C,92697,10869,2023-10-27 05:54:09.0,
5774,5457,16179,2023-10-27 11:56:23.0,
9183,16215,3032,2023-10-27 13:24:14.0,
8575180 Rental ,92662,15232,2023-10-27 16:09:48.0,
5694,5457,16180,2023-10-27 18:26:13.0,
495249,83,15814,2023-10-27 19:15:19.0,
1213,86427,19271,2023-10-27 19:35:56.0,
495248,83,15808,2023-10-27 19:44:16.0,
9184,16215,2454,2023-10-27 20:41:21.0,
496685,92667,19273,2023-10-27 20:47:08.0,
241243,92764,16697,2023-10-28 17:52:33.0,
970,16215,4452,2023-10-30 13:27:34.0,
PROD3010,92698,10645,2023-10-30 13:59:42.0,2023-11-20 12:50:13.0
453742,92667,9966,2023-10-30 17:13:14.0,
1167,86427,6241,2023-10-30 21:02:01.0,
5756,5457,16152,2023-10-31 12:49:28.0,
9185,16215,2594,2023-10-31 13:11:30.0,
1284,86427,19506,2023-10-31 13:29:07.0,
4057,59235,12582,2023-10-31 16:43:35.0,
4050,59235,12575,2023-10-31 19:12:07.0,
5783,5457,16158,2023-11-01 13:29:45.0,
1461414,92666,14464,2023-11-01 15:17:01.0,
5695,5457,16149,2023-11-01 15:30:59.0,
496673,92667,15699,2023-11-01 19:20:48.0,
5115,92732,14342,2023-11-01 22:15:01.0,
8271086,92667,15728,2023-11-02 02:19:11.0,
5696,92650,8289,2023-11-02 16:34:05.0,
23014_!UG8659,92719,17677,2023-11-02 18:26:37.0,
1266,86427,6244,2023-11-03 00:25:18.0,
8575282 EMR ,92662,16406,2023-11-03 12:36:45.0,
5757,5457,16188,2023-11-03 14:13:53.0,
5777,5457,16153,2023-11-03 14:19:40.0,
5697,5457,16167,2023-11-03 16:34:07.0,
8575283 EMR,92662,18378,2023-11-03 19:12:36.0,
4058,59235,12574,2023-11-03 19:59:39.0,
221049,92764,16575,2023-11-06 20:38:58.0,
5260,98,5716,2023-11-06 22:36:41.0,
471537C,92697,10872,2023-11-07 01:43:43.0,
2122,92717,14687,2023-11-07 02:04:09.0,
8575303 Mason Road sheet metal ,92662,18382,2023-11-07 12:54:47.0,
400,92778,19563,2023-11-07 16:45:40.0,
453795,92667,15692,2023-11-07 16:59:06.0,
1461438,92666,18384,2023-11-07 17:41:14.0,
328,92778,19573,2023-11-07 19:55:29.0,
416,92778,19576,2023-11-07 20:10:56.0,
398,92778,19562,2023-11-07 21:56:10.0,
1196,86427,6309,2023-11-07 22:07:25.0,
306,92778,19564,2023-11-07 22:22:00.0,
8575249 C.C.Oil ,92662,18381,2023-11-08 13:25:11.0,
623,92781,19546,2023-11-08 13:51:07.0,
453794,92667,15436,2023-11-08 15:26:03.0,
5741,5457,16155,2023-11-08 15:27:43.0,
9186,16215,3136,2023-11-08 16:19:01.0,
5186,92732,16252,2023-11-08 16:25:17.0,
5189,92732,14324,2023-11-08 18:20:38.0,
270,92626,15093,2023-11-08 20:06:16.0,
5274,92652,16848,2023-11-08 20:11:36.0,
5182,92732,14322,2023-11-08 21:52:36.0,
5187,92732,14339,2023-11-08 22:41:04.0,
9187,16215,3248,2023-11-08 23:51:26.0,
9571993,83,16739,2023-11-09 12:14:13.0,
8575272 Sapphire,92662,20424,2023-11-09 15:39:41.0,
9188,16215,3043,2023-11-09 16:03:53.0,
201103,92764,16570,2023-11-09 16:23:30.0,
5708,5457,14547,2023-11-09 19:49:33.0,
5184,92732,14343,2023-11-09 23:26:15.0,
990024VOLTEST_!000393,92743,4789,2023-11-10 08:59:51.0,2023-12-07 06:38:49.0
5780,5457,16163,2023-11-10 12:19:44.0,
8575172 Rental ,92662,18380,2023-11-10 13:23:22.0,
4059,59235,12570,2023-11-10 13:50:38.0,
241203,92764,16553,2023-11-10 15:09:44.0,
9189,16215,2496,2023-11-10 15:42:27.0,
453793,92667,15696,2023-11-10 17:59:43.0,
430,92778,19565,2023-11-10 23:56:43.0,
8575216 Limco ,92662,18545,2023-11-11 14:14:30.0,
5183,92732,16266,2023-11-11 20:28:00.0,
241220,92764,16142,2023-11-13 15:50:45.0,
241205,92764,16073,2023-11-13 16:14:34.0,
9190,16215,2641,2023-11-13 16:47:59.0,
1461439,92666,18386,2023-11-14 13:00:44.0,
8575284 EMR,92662,18536,2023-11-14 16:26:17.0,
264,92778,19575,2023-11-14 16:50:13.0,
9191,16215,3111,2023-11-14 17:05:24.0,
388,92782,18025,2023-11-14 18:28:55.0,
9192,16215,2529,2023-11-14 18:51:33.0,
379,92701,14053,2023-11-14 20:29:34.0,
1174,86427,20500,2023-11-14 21:40:27.0,
320,92778,19578,2023-11-14 22:01:19.0,
402,92782,20506,2023-11-14 22:28:27.0,
373,92782,18801,2023-11-14 22:34:16.0,
386,92778,19568,2023-11-14 23:05:55.0,
410,92782,20507,2023-11-14 23:39:20.0,
1461452,92666,18392,2023-11-15 12:11:35.0,
5709,5457,14550,2023-11-15 15:42:42.0,
404,92782,18442,2023-11-15 16:15:20.0,
376,92782,18411,2023-11-15 16:26:05.0,
241202,92764,16099,2023-11-15 16:30:58.0,
9193,16215,2499,2023-11-15 17:18:17.0,
408,92782,18114,2023-11-15 17:21:38.0,
361,92597,11523,2023-11-15 19:46:34.0,
4420,98,11479,2023-11-15 19:54:31.0,
408,92778,19574,2023-11-15 20:36:44.0,
4465_!FV1406,98,4380,2023-11-15 23:36:50.0,2023-12-11 13:48:59.0
401,92782,18795,2023-11-16 00:52:53.0,
9194,16215,13849,2023-11-16 14:44:18.0,
9195,16215,2385,2023-11-16 15:15:14.0,
1461445,92666,11470,2023-11-16 15:21:29.0,
8575181 Rental ,92662,18376,2023-11-16 15:26:43.0,
9571978,83,14688,2023-11-16 15:51:11.0,
397,92782,18804,2023-11-16 17:13:12.0,
5779,5457,19780,2023-11-16 17:29:08.0,
407,92782,18487,2023-11-16 18:00:38.0,
1461446,92666,10787,2023-11-16 18:39:27.0,
392,92782,18492,2023-11-16 23:03:25.0,
990080VOL,92743,13526,2023-11-17 10:04:40.0,2023-11-20 14:30:24.0
5786,5457,16181,2023-11-17 14:49:16.0,
990080,92743,13526,2023-11-17 14:51:28.0,2023-11-20 14:29:26.0
990080VOLT,92743,13526,2023-11-17 14:51:33.0,2023-12-07 06:37:47.0
8575263 Metalplate,92662,18383,2023-11-17 15:28:13.0,
9198,16215,3053,2023-11-17 15:31:31.0,
201101,92764,16694,2023-11-17 15:48:02.0,
990087VOLTEST,92743,20547,2023-11-17 16:03:51.0,2023-12-07 07:41:14.0
241207,92764,16118,2023-11-17 16:27:46.0,
222008,92764,16704,2023-11-17 16:30:11.0,
9199,16215,5326,2023-11-17 17:43:43.0,
5185,92732,16269,2023-11-17 20:22:02.0,
PROD2011,92698,10645,2023-11-20 12:52:15.0,2023-12-14 11:30:56.0
231108,92764,16679,2023-11-20 13:40:04.0,
5778,5457,19791,2023-11-20 20:39:13.0,
9200,16215,2457,2023-11-20 20:46:54.0,
453777,92667,16358,2023-11-20 21:14:40.0,
231137,92764,16581,2023-11-20 21:16:09.0,
1461448,92666,10800,2023-11-21 12:40:28.0,
221022,92764,16695,2023-11-21 12:46:13.0,
VTPL10,0,13526,2023-11-21 13:07:02.0,
241034,92764,16091,2023-11-21 13:30:57.0,
9131,16215,2522,2023-11-21 15:21:03.0,
3043,59235,11186,2023-11-21 18:21:33.0,
5775,5457,19787,2023-11-22 12:07:26.0,
1461447,92666,20559,2023-11-22 12:10:53.0,
VTPL0,0,13526,2023-11-22 13:11:05.0,
453799,92667,13966,2023-11-22 13:50:03.0,
9167,16215,2433,2023-11-22 14:55:19.0,
5743,5457,19805,2023-11-22 15:04:52.0,
4065,59235,8738,2023-11-22 17:44:16.0,
4063,59235,8722,2023-11-22 17:53:53.0,
1461444,92666,20273,2023-11-22 19:32:08.0,
YD64,92764,16108,2023-11-22 20:13:54.0,
3073,59235,8741,2023-11-22 20:43:32.0,
9169,16215,2739,2023-11-22 20:59:52.0,
1206,86427,6295,2023-11-23 21:25:43.0,
1243,86427,6225,2023-11-23 21:31:01.0,
VOLGW,92743,13526,2023-11-24 11:10:31.0,
4064,59235,8733,2023-11-24 13:29:59.0,
3075,59235,8727,2023-11-24 14:04:19.0,
5188,92732,16267,2023-11-24 20:05:17.0,
9179,16215,11196,2023-11-24 20:56:37.0,
4465_!FV1407,98,12410,2023-11-25 15:37:05.0,2024-02-01 14:15:05.0
4465,98,11482,2023-11-25 16:49:01.0,
8575311 Triple S,92662,18535,2023-11-25 19:07:26.0,
990080TEST,92743,13526,2023-11-27 10:13:50.0,2023-11-29 09:31:40.0
3076,59235,8720,2023-11-27 15:07:17.0,
9180,16215,3048,2023-11-27 16:26:34.0,
1202,86427,20561,2023-11-27 22:09:40.0,
1461418,92666,20566,2023-11-28 01:14:45.0,
VOLGW,0,13526,2023-11-28 09:38:29.0,
5707,5457,19809,2023-11-28 13:23:19.0,
9181,16215,2652,2023-11-28 15:14:00.0,
5744,5457,19793,2023-11-28 15:51:23.0,
8575184 Rental,92662,16439,2023-11-28 16:01:30.0,
11985,92784,19922,2023-11-28 17:24:17.0,
361,92701,14041,2023-11-28 18:12:03.0,
406,92782,18263,2023-11-28 20:09:25.0,
CYC_APOLLO_TEST,354,11343,2023-11-28 21:41:17.0,
11731,92784,19957,2023-11-28 22:15:52.0,
11757,92784,18646,2023-11-28 23:17:11.0,
4925,98,12410,2023-11-29 03:48:41.0,2024-02-01 14:18:04.0
5769,5457,19803,2023-11-29 10:42:29.0,
4066,59235,8718,2023-11-29 12:14:24.0,
5704,5457,19783,2023-11-29 13:52:21.0,
8575185 Rental ,92662,11859,2023-11-29 14:14:18.0,
471,92607,16352,2023-11-29 14:51:51.0,
9182,16215,3180,2023-11-29 15:15:28.0,
1161,86427,20571,2023-11-29 15:24:34.0,
11983,92784,19934,2023-11-29 17:13:26.0,
272575,92666,12757,2023-11-29 17:29:09.0,
8575186 Rental,92662,20594,2023-11-29 20:05:00.0,
382,92782,18830,2023-11-29 20:30:56.0,
990080TYPE0,92743,13526,2023-11-30 12:47:29.0,2023-12-07 06:38:05.0
453783,92667,12080,2023-11-30 14:40:38.0,
16344,92784,18630,2023-11-30 15:20:37.0,
4067,59235,8716,2023-11-30 17:54:10.0,
VTPL35,92743,13526,2023-11-30 18:57:44.0,
377,92782,18807,2023-11-30 22:04:56.0,
380,92782,18793,2023-12-01 00:48:13.0,
395,92782,18803,2023-12-01 02:09:38.0,
5776,5457,19798,2023-12-01 11:55:58.0,
1461434,92666,20204,2023-12-01 13:27:13.0,
990080TYPE34,92743,13526,2023-12-01 13:33:56.0,2023-12-15 09:07:13.0
577358,92790,11433,2023-12-01 14:34:32.0,
5705,5457,19743,2023-12-01 16:19:11.0,
9571994,83,20600,2023-12-01 16:32:44.0,
403,92782,18485,2023-12-01 16:42:14.0,
9571804,83,20619,2023-12-01 17:18:12.0,
272648,92666,20634,2023-12-01 17:29:48.0,
4068,59235,8719,2023-12-01 17:30:37.0,
409,92782,18797,2023-12-01 18:01:26.0,
2310x,92732,13951,2023-12-01 18:07:22.0,2023-12-06 05:03:50.0
1491131,92666,16456,2023-12-01 21:31:14.0,
272647,92666,20650,2023-12-02 01:37:35.0,
990051VOLT,92743,4344,2023-12-02 06:38:01.0,2023-12-07 07:41:26.0
CYC_WITH_APOLLO_ANKUR,354,19198,2023-12-03 05:35:55.0,
030947,92743,5807,2023-12-04 12:43:54.0,
453764,92667,13239,2023-12-04 14:13:34.0,
5792,5457,19847,2023-12-04 19:35:27.0,
1461435,92666,20660,2023-12-05 00:36:06.0,
030947VOLTEST_!004255,92743,5807,2023-12-05 10:18:46.0,
5742,5457,19768,2023-12-05 11:52:32.0,
3080,59235,8715,2023-12-05 15:01:52.0,
